Date,Open,High,Low,Close,Adj Close,Volume
2023-07-03,31.780000686645508,32.2400016784668,31.639999389648438,32.220001220703125,32.220001220703125,309100
2023-07-05,32.060001373291016,32.29499816894531,31.709999084472656,32.029998779296875,32.029998779296875,1310200
2023-07-06,31.770000457763672,31.93000030517578,31.56999969482422,31.850000381469727,31.850000381469727,654600
2023-07-07,31.719999313354492,32.15999984741211,31.65999984741211,31.920000076293945,31.920000076293945,984400
2023-07-10,31.3700008392334,31.920000076293945,31.149999618530273,31.610000610351562,31.610000610351562,1305700
2023-07-11,31.739999771118164,31.81999969482422,31.549999237060547,31.700000762939453,31.700000762939453,840200
2023-07-12,31.899999618530273,32.38999938964844,31.610000610351562,31.6200008392334,31.6200008392334,666600
2023-07-13,31.700000762939453,31.84000015258789,31.299999237060547,31.6200008392334,31.6200008392334,633300
2023-07-14,31.530000686645508,31.530000686645508,30.889999389648438,31.1299991607666,31.1299991607666,677000
2023-07-17,31.190000534057617,31.399999618530273,30.940000534057617,31.350000381469727,31.350000381469727,631100
2023-07-18,31.3799991607666,32.130001068115234,31.3799991607666,31.8700008392334,31.8700008392334,602100
2023-07-19,31.8700008392334,32.084999084472656,31.415000915527344,31.68000030517578,31.68000030517578,682000
2023-07-20,31.760000228881836,31.847000122070312,31.450000762939453,31.729999542236328,31.729999542236328,561100
2023-07-21,31.670000076293945,31.700000762939453,31.299999237060547,31.420000076293945,31.420000076293945,933600
2023-07-24,31.40999984741211,31.489999771118164,30.899999618530273,31.139999389648438,31.139999389648438,1400900
2023-07-25,31.030000686645508,31.280000686645508,30.889999389648438,30.979999542236328,30.979999542236328,837300
2023-07-26,30.979999542236328,31.350000381469727,30.8799991607666,31.170000076293945,31.170000076293945,884600
2023-07-27,31.229999542236328,31.559999465942383,30.9950008392334,31.030000686645508,31.030000686645508,792100
2023-07-28,31.25,31.399999618530273,30.889999389648438,31.1200008392334,31.1200008392334,1222100
2023-07-31,31.18000030517578,31.700000762939453,31.18000030517578,31.40999984741211,31.40999984741211,655800
2023-08-01,31.399999618530273,31.43000030517578,31.170000076293945,31.229999542236328,31.229999542236328,531000
2023-08-02,31.18000030517578,31.360000610351562,31.09000015258789,31.260000228881836,31.260000228881836,686500
2023-08-03,31.299999237060547,31.299999237060547,30.729999542236328,30.989999771118164,30.989999771118164,1714600
2023-08-04,31.020000457763672,31.5,30.790000915527344,31.079999923706055,31.079999923706055,1058900
2023-08-07,31.260000228881836,31.389999389648438,31.06999969482422,31.139999389648438,31.139999389648438,768500
2023-08-08,32.65999984741211,33.02000045776367,32.279998779296875,32.869998931884766,32.869998931884766,2407700
2023-08-09,32.790000915527344,33.2400016784668,32.41999816894531,32.529998779296875,32.529998779296875,1103100
2023-08-10,32.630001068115234,32.86000061035156,32.09000015258789,32.27000045776367,32.27000045776367,1650300
2023-08-11,32.25,32.709999084472656,32.09000015258789,32.45000076293945,32.45000076293945,808600
2023-08-14,32.34000015258789,32.439998626708984,31.635000228881836,31.760000228881836,31.760000228881836,1046000
2023-08-15,31.600000381469727,32.029998779296875,31.280000686645508,31.899999618530273,31.899999618530273,721100
2023-08-16,31.760000228881836,32.04499816894531,31.43000030517578,31.459999084472656,31.459999084472656,881900
2023-08-17,31.540000915527344,31.540000915527344,30.93000030517578,30.93000030517578,30.93000030517578,975100
2023-08-18,30.889999389648438,31.389999389648438,30.81999969482422,31.290000915527344,31.290000915527344,723600
2023-08-21,31.139999389648438,31.3799991607666,30.860000610351562,30.989999771118164,30.989999771118164,738100
2023-08-22,30.889999389648438,31.100000381469727,30.53499984741211,30.59000015258789,30.59000015258789,990200
2023-08-23,30.610000610351562,30.690000534057617,30.459999084472656,30.639999389648438,30.639999389648438,1517300
2023-08-24,30.559999465942383,30.770000457763672,30.170000076293945,30.290000915527344,30.290000915527344,997300
